filename,class
1-images_real_0000.jpg,0
1-images_fake_0000_01.jpg,1
1-images_fake_0000_02.jpg,1
1-images_fake_0000_03.jpg,1
1-images_fake_0000_04.jpg,1
1-images_fake_0000_05.jpg,1
1-images_real_0001.jpg,0
1-images_fake_0001_01.jpg,1
1-images_fake_0001_02.jpg,1
1-images_fake_0001_03.jpg,1
1-images_fake_0001_04.jpg,1
1-images_fake_0001_05.jpg,1
1-images_real_0002.jpg,0
1-images_fake_0002_01.jpg,1
1-images_fake_0002_02.jpg,1
1-images_fake_0002_03.jpg,1
1-images_fake_0002_04.jpg,1
1-images_fake_0002_05.jpg,1
1-images_real_0003.jpg,0
1-images_fake_0003_01.jpg,1
1-images_fake_0003_02.jpg,1
1-images_fake_0003_03.jpg,1
1-images_fake_0003_04.jpg,1
1-images_fake_0003_05.jpg,1
1-images_real_0004.jpg,0
1-images_fake_0004_01.jpg,1
1-images_fake_0004_02.jpg,1
1-images_fake_0004_03.jpg,1
1-images_fake_0004_04.jpg,1
1-images_fake_0004_05.jpg,1
1-images_real_0005.jpg,0
1-images_fake_0005_01.jpg,1
1-images_fake_0005_02.jpg,1
1-images_fake_0005_03.jpg,1
1-images_fake_0005_04.jpg,1
1-images_fake_0005_05.jpg,1
1-images_real_0006.jpg,0
1-images_fake_0006_01.jpg,1
1-images_fake_0006_02.jpg,1
1-images_fake_0006_03.jpg,1
1-images_fake_0006_04.jpg,1
1-images_fake_0006_05.jpg,1
1-images_real_0007.jpg,0
1-images_fake_0007_01.jpg,1
1-images_fake_0007_02.jpg,1
1-images_fake_0007_03.jpg,1
1-images_fake_0007_04.jpg,1
1-images_fake_0007_05.jpg,1
1-images_real_0008.jpg,0
1-images_fake_0008_01.jpg,1
1-images_fake_0008_02.jpg,1
1-images_fake_0008_03.jpg,1
1-images_fake_0008_04.jpg,1
1-images_fake_0008_05.jpg,1
1-images_real_0009.jpg,0
1-images_fake_0009_01.jpg,1
1-images_fake_0009_02.jpg,1
1-images_fake_0009_03.jpg,1
1-images_fake_0009_04.jpg,1
1-images_fake_0009_05.jpg,1
1-images_real_0010.jpg,0
1-images_fake_0010_01.jpg,1
1-images_fake_0010_02.jpg,1
1-images_fake_0010_03.jpg,1
1-images_fake_0010_04.jpg,1
1-images_fake_0010_05.jpg,1
1-images_real_0011.jpg,0
1-images_fake_0011_01.jpg,1
1-images_fake_0011_02.jpg,1
1-images_fake_0011_03.jpg,1
1-images_fake_0011_04.jpg,1
1-images_fake_0011_05.jpg,1
1-images_real_0012.jpg,0
1-images_fake_0012_01.jpg,1
1-images_fake_0012_02.jpg,1
1-images_fake_0012_03.jpg,1
1-images_fake_0012_04.jpg,1
1-images_fake_0012_05.jpg,1
1-images_real_0013.jpg,0
1-images_fake_0013_01.jpg,1
1-images_fake_0013_02.jpg,1
1-images_fake_0013_03.jpg,1
1-images_fake_0013_04.jpg,1
1-images_fake_0013_05.jpg,1
1-images_real_0014.jpg,0
1-images_fake_0014_01.jpg,1
1-images_fake_0014_02.jpg,1
1-images_fake_0014_03.jpg,1
1-images_fake_0014_04.jpg,1
1-images_fake_0014_05.jpg,1
1-images_real_0015.jpg,0
1-images_fake_0015_01.jpg,1
1-images_fake_0015_02.jpg,1
1-images_fake_0015_03.jpg,1
1-images_fake_0015_04.jpg,1
1-images_fake_0015_05.jpg,1
10-images_real_0000.jpg,0
10-images_fake_0000_01.jpg,1
10-images_fake_0000_02.jpg,1
10-images_fake_0000_03.jpg,1
10-images_fake_0000_04.jpg,1
10-images_fake_0000_05.jpg,1
10-images_real_0001.jpg,0
10-images_fake_0001_01.jpg,1
10-images_fake_0001_02.jpg,1
10-images_fake_0001_03.jpg,1
10-images_fake_0001_04.jpg,1
10-images_fake_0001_05.jpg,1
10-images_real_0002.jpg,0
10-images_fake_0002_01.jpg,1
10-images_fake_0002_02.jpg,1
10-images_fake_0002_03.jpg,1
10-images_fake_0002_04.jpg,1
10-images_fake_0002_05.jpg,1
10-images_real_0003.jpg,0
10-images_fake_0003_01.jpg,1
10-images_fake_0003_02.jpg,1
10-images_fake_0003_03.jpg,1
10-images_fake_0003_04.jpg,1
10-images_fake_0003_05.jpg,1
10-images_real_0004.jpg,0
10-images_fake_0004_01.jpg,1
10-images_fake_0004_02.jpg,1
10-images_fake_0004_03.jpg,1
10-images_fake_0004_04.jpg,1
10-images_fake_0004_05.jpg,1
10-images_real_0005.jpg,0
10-images_fake_0005_01.jpg,1
10-images_fake_0005_02.jpg,1
10-images_fake_0005_03.jpg,1
10-images_fake_0005_04.jpg,1
10-images_fake_0005_05.jpg,1
10-images_real_0006.jpg,0
10-images_fake_0006_01.jpg,1
10-images_fake_0006_02.jpg,1
10-images_fake_0006_03.jpg,1
10-images_fake_0006_04.jpg,1
10-images_fake_0006_05.jpg,1
10-images_real_0007.jpg,0
10-images_fake_0007_01.jpg,1
10-images_fake_0007_02.jpg,1
10-images_fake_0007_03.jpg,1
10-images_fake_0007_04.jpg,1
10-images_fake_0007_05.jpg,1
10-images_real_0008.jpg,0
10-images_fake_0008_01.jpg,1
10-images_fake_0008_02.jpg,1
10-images_fake_0008_03.jpg,1
10-images_fake_0008_04.jpg,1
10-images_fake_0008_05.jpg,1
10-images_real_0009.jpg,0
10-images_fake_0009_01.jpg,1
10-images_fake_0009_02.jpg,1
10-images_fake_0009_03.jpg,1
10-images_fake_0009_04.jpg,1
10-images_fake_0009_05.jpg,1
10-images_real_0010.jpg,0
10-images_fake_0010_01.jpg,1
10-images_fake_0010_02.jpg,1
10-images_fake_0010_03.jpg,1
10-images_fake_0010_04.jpg,1
10-images_fake_0010_05.jpg,1
10-images_real_0011.jpg,0
10-images_fake_0011_01.jpg,1
10-images_fake_0011_02.jpg,1
10-images_fake_0011_03.jpg,1
10-images_fake_0011_04.jpg,1
10-images_fake_0011_05.jpg,1
10-images_real_0012.jpg,0
10-images_fake_0012_01.jpg,1
10-images_fake_0012_02.jpg,1
10-images_fake_0012_03.jpg,1
10-images_fake_0012_04.jpg,1
10-images_fake_0012_05.jpg,1
10-images_real_0013.jpg,0
10-images_fake_0013_01.jpg,1
10-images_fake_0013_02.jpg,1
10-images_fake_0013_03.jpg,1
10-images_fake_0013_04.jpg,1
10-images_fake_0013_05.jpg,1
10-images_real_0014.jpg,0
10-images_fake_0014_01.jpg,1
10-images_fake_0014_02.jpg,1
10-images_fake_0014_03.jpg,1
10-images_fake_0014_04.jpg,1
10-images_fake_0014_05.jpg,1
10-images_real_0015.jpg,0
10-images_fake_0015_01.jpg,1
10-images_fake_0015_02.jpg,1
10-images_fake_0015_03.jpg,1
10-images_fake_0015_04.jpg,1
10-images_fake_0015_05.jpg,1
100-images_real_0000.jpg,0
100-images_fake_0000_01.jpg,1
100-images_fake_0000_02.jpg,1
100-images_fake_0000_03.jpg,1
100-images_fake_0000_04.jpg,1
100-images_fake_0000_05.jpg,1
100-images_real_0001.jpg,0
100-images_fake_0001_01.jpg,1
100-images_fake_0001_02.jpg,1
100-images_fake_0001_03.jpg,1
100-images_fake_0001_04.jpg,1
100-images_fake_0001_05.jpg,1
100-images_real_0002.jpg,0
100-images_fake_0002_01.jpg,1
100-images_fake_0002_02.jpg,1
100-images_fake_0002_03.jpg,1
100-images_fake_0002_04.jpg,1
100-images_fake_0002_05.jpg,1
100-images_real_0003.jpg,0
100-images_fake_0003_01.jpg,1
100-images_fake_0003_02.jpg,1
100-images_fake_0003_03.jpg,1
100-images_fake_0003_04.jpg,1
100-images_fake_0003_05.jpg,1
100-images_real_0004.jpg,0
100-images_fake_0004_01.jpg,1
100-images_fake_0004_02.jpg,1
100-images_fake_0004_03.jpg,1
100-images_fake_0004_04.jpg,1
100-images_fake_0004_05.jpg,1
100-images_real_0005.jpg,0
100-images_fake_0005_01.jpg,1
100-images_fake_0005_02.jpg,1
100-images_fake_0005_03.jpg,1
100-images_fake_0005_04.jpg,1
100-images_fake_0005_05.jpg,1
100-images_real_0006.jpg,0
100-images_fake_0006_01.jpg,1
100-images_fake_0006_02.jpg,1
100-images_fake_0006_03.jpg,1
100-images_fake_0006_04.jpg,1
100-images_fake_0006_05.jpg,1
100-images_real_0007.jpg,0
100-images_fake_0007_01.jpg,1
100-images_fake_0007_02.jpg,1
100-images_fake_0007_03.jpg,1
100-images_fake_0007_04.jpg,1
100-images_fake_0007_05.jpg,1
100-images_real_0008.jpg,0
100-images_fake_0008_01.jpg,1
100-images_fake_0008_02.jpg,1
100-images_fake_0008_03.jpg,1
100-images_fake_0008_04.jpg,1
100-images_fake_0008_05.jpg,1
100-images_real_0009.jpg,0
100-images_fake_0009_01.jpg,1
100-images_fake_0009_02.jpg,1
100-images_fake_0009_03.jpg,1
100-images_fake_0009_04.jpg,1
100-images_fake_0009_05.jpg,1
100-images_real_0010.jpg,0
100-images_fake_0010_01.jpg,1
100-images_fake_0010_02.jpg,1
100-images_fake_0010_03.jpg,1
100-images_fake_0010_04.jpg,1
100-images_fake_0010_05.jpg,1
100-images_real_0011.jpg,0
100-images_fake_0011_01.jpg,1
100-images_fake_0011_02.jpg,1
100-images_fake_0011_03.jpg,1
100-images_fake_0011_04.jpg,1
100-images_fake_0011_05.jpg,1
100-images_real_0012.jpg,0
100-images_fake_0012_01.jpg,1
100-images_fake_0012_02.jpg,1
100-images_fake_0012_03.jpg,1
100-images_fake_0012_04.jpg,1
100-images_fake_0012_05.jpg,1
100-images_real_0013.jpg,0
100-images_fake_0013_01.jpg,1
100-images_fake_0013_02.jpg,1
100-images_fake_0013_03.jpg,1
100-images_fake_0013_04.jpg,1
100-images_fake_0013_05.jpg,1
100-images_real_0014.jpg,0
100-images_fake_0014_01.jpg,1
100-images_fake_0014_02.jpg,1
100-images_fake_0014_03.jpg,1
100-images_fake_0014_04.jpg,1
100-images_fake_0014_05.jpg,1
100-images_real_0015.jpg,0
100-images_fake_0015_01.jpg,1
100-images_fake_0015_02.jpg,1
100-images_fake_0015_03.jpg,1
100-images_fake_0015_04.jpg,1
100-images_fake_0015_05.jpg,1
101-images_real_0000.jpg,0
101-images_fake_0000_01.jpg,1
101-images_fake_0000_02.jpg,1
101-images_fake_0000_03.jpg,1
101-images_fake_0000_04.jpg,1
101-images_fake_0000_05.jpg,1
101-images_real_0001.jpg,0
101-images_fake_0001_01.jpg,1
101-images_fake_0001_02.jpg,1
101-images_fake_0001_03.jpg,1
